text_clean,label,text
nt yet chikkusimple habbahw abt u,0,Nt yet chikku..simple habba..hw abt u?
just come home i dont want u to be miserable,0,Just come home. I don't want u to be miserable
stop the story ive told him ive returned it and hes saying i should not re order it,0,Stop the story. I've told him i've returned it and he's saying i should not re order it.
if i not meeting all rite then ill go home lor if dun feel like comin its ok,0,If i not meeting Ã¼ all rite then i'll go home lor. If Ã¼ dun feel like comin it's ok.
anyway seriously hit me up when youre back because otherwise i have to light up with armand and he always has shit andor is vomiting,0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
housemaid is the murderer coz the man was murdered on ltgt th january as public holiday all govtinstituitions are closedincluding post office,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
thanks for your ringtone order ref number k your mobile will be charged should your tone not arrive please call customer services on,1,"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120"
lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get,0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
at home watching tv lor,0,At home watching tv lor.
she was supposed to be but couldnt make it shes still in town though,0,"She was supposed to be but couldn't make it, she's still in town though"
havent,0,Havent.
well good morning mr hows london treatin ya treacle,0,Well good morning mr . Hows london treatin' ya treacle?
sounds like a plan cardiff is still here and still cold im sitting on the radiator,0,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
oops got that bit,0,Oops. 4 got that bit.
hey kate hope ur ok will give u a buz wedlunch go outsomewhere adrink in towncud go watershd a bit ppl fromwrk will bthere love petexxx,0,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
do all wan meet up n combine all the parts hows da rest of da project going,0,Do Ã¼ all wan 2 meet up n combine all the parts? How's da rest of da project going?
how have your little darlings been so far this week need a coffee run tomocant believe its that time of week already,0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â¦
hi darlin im on helens fone im gonna b up the princes nite please come up tb love kate,0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
can you please send me my auntys number,0,Can you please send me my aunty's number
no youll just get a headache trying to figure it out u can trust me to do the math i promise o,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
tell them the drug dealers getting impatient,0,Tell them the drug dealer's getting impatient
ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
urgent important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting for you,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please dont try and bullshit me it makes me want to listen to you less,0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
you have new message please call,1,You have 1 new message. Please call 08718738034.
ur balance is now ur next question is who sang uptown girl in the s answer txt ur answer to good luck,1,Ur balance is now Â£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
are you still getting the goods,0,Are you still getting the goods.
babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
now thats going to ruin your thesis,0,Now thats going to ruin your thesis!
im in town now so ill jus take mrt down later,0,I'm in town now so i'll jus take mrt down later.
ok help me ask if shes working tmr a not,0,Ok... Help me ask if she's working tmr a not?
k ill be sure to get up before noon and see whats what,0,K I'll be sure to get up before noon and see what's what
im e person whos doing e sms survey,0,I'm e person who's doing e sms survey...
hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks,0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
pls call me da what happen,0,Pls call me da. What happen.
buzz hey my love i think of you and hope your day goes well did you sleep in i miss you babe i long for the moment we are together againloving smile,0,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
beerage,0,Beerage?
am also doing in cbe only but have to pay,0,Am also doing in cbe only. But have to pay.
hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental,0,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
oh ho is this the first time u use these type of words,0,Oh ho. Is this the first time u use these type of words
u studying in sch or going home anyway ill b going sch later,0,U studying in sch or going home? Anyway i'll b going 2 sch later.
good stuff will do,0,"Good stuff, will do."
